event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
Schweriner Fünf-Seen-Lauf;Running;04.07.2026;Schwerin;Germany;Schwerin, Germany;;;5 km, 10 km, Half Marathon;Official local running event in Schwerin. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.fuenf-seen-lauf.de;Kilometerliebe Discovery;;;;;;;;
Siebengebirgsmarathon;Running;06.12.2026;Bad Honnef;Germany;Bad Honnef, Germany;;;Half Marathon, Marathon;Official local running event in Bad Honnef. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://siebengebirgsmarathon.net;Kilometerliebe Discovery;;;;;;;;
Siegerländer AOK-Firmenlauf Siegen;Running;15.07.2026;Siegen;Germany;Siegen, Germany;;;5.5 km;Official local running event in Siegen. Distances: 5.5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.siegerlaender-aok-firmenlauf.de/;Kilometerliebe Discovery;;;;;;;;
Sparkassen Silvesterlauf Werl-Soest;Running;31.12.2026;Werl;Germany;Werl, Germany;;;15 km;Official local running event in Werl. Distances: 15 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.silvesterlauf.com;Kilometerliebe Discovery;;;;;;;;
Skatstadtmarathon;Running;13.06.2026;Altenburg;Germany;Altenburg, Germany;;;5 km, 10 km, Half Marathon, Marathon;Official local running event in Altenburg. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.skatstadtmarathon.de;Kilometerliebe Discovery;;;;;;;;
Solinger Klingenlauf;Running;04.06.2026;Solingen;Germany;Solingen, Germany;;;5 km, 10 km;Official local running event in Solingen. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.klingenlauf.de/;Kilometerliebe Discovery;;;;;;;;
Solitudelauf Gerlingen;Running;12.04.2026;Gerlingen;Germany;Gerlingen, Germany;;;5 km, 10 km, Half Marathon;Official local running event in Gerlingen. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.solitudelauf.de;Kilometerliebe Discovery;;;;;;;;
Sollinglauf Marathon;Running;06.06.2026;Dassel;Germany;Dassel, Germany;;;10 km, Half Marathon, Marathon;Official local running event in Dassel. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://sollinglauf.de;Kilometerliebe Discovery;;;;;;;;
Sparkasse 3-Länder-Marathon;Running;11.10.2026;Lindau;Germany;Lindau, Germany;;;5 km, 10 km, Half Marathon, Marathon;Official local running event in Lindau. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.sparkasse-3-laender-marathon.at;Kilometerliebe Discovery;;;;;;;;
Sparkassen Firmenlauf Oberhausen;Running;18.06.2026;Oberhausen;Germany;Oberhausen, Germany;;;5 km;Official local running event in Oberhausen. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://oberhausener-firmenlauf.de/;Kilometerliebe Discovery;;;;;;;;
Sparkassen Phoenix-Halbmarathon Dortmund;Running;03.10.2026;Dortmund;Germany;Dortmund, Germany;;;Half Marathon;Official local running event in Dortmund. Distances: Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://sparkassen-phoenix-halbmarathon.de;Kilometerliebe Discovery;;;;;;;;
Sparkassen Rügenbrücken-Marathon;Running;10.10.2026;Stralsund;Germany;Stralsund, Germany;;;10 km, Half Marathon, Marathon;Official local running event in Stralsund. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.ruegenmarathon.de;Kilometerliebe Discovery;;;;;;;;
Sparkassen-SAARathon;Running;11.10.2026;Saarbrücken;Germany;Saarbrücken, Germany;;;5 km, 10 km, Half Marathon, Marathon;Official local running event in Saarbrücken. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.westspangenlauf.de;Kilometerliebe Discovery;;;;;;;;
Sparkassen-Stadtlauf Zwickau;Running;10.05.2026;Zwickau;Germany;Zwickau, Germany;;;5 km, 10 km;Official local running event in Zwickau. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.zwickau.de/de/tourismus/veranstaltungen/stadtlauf/;Kilometerliebe Discovery;;;;;;;;
SportScheck RUN München;Running;05.07.2026;München;Germany;München, Germany;;;5 km, 10 km, Half Marathon;Official local running event in München. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.sportscheck.com/erlebnisse/run;Kilometerliebe Discovery;;;;;;;;
SportScheck RUN Nürnberg;Running;25.10.2026;Nürnberg;Germany;Nürnberg, Germany;;;10 km, Half Marathon;Official local running event in Nürnberg. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.sportscheck.com/erlebnisse/run;Kilometerliebe Discovery;;;;;;;;
Spreewald Marathon;Running;19.04.2026;Burg;Germany;Burg, Germany;;;10 km, Half Marathon, Marathon;Official local running event in Burg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.spreewaldmarathon.de;Kilometerliebe Discovery;;;;;;;;
St. Elisabeth Firmenlauf Herne;Running;21.05.2026;Herne;Germany;Herne, Germany;;;5 km;Official local running event in Herne. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://firmenlauf-herne.de/;Kilometerliebe Discovery;;;;;;;;
St. Wendel Marathon;Running;26.04.2026;St. Wendel;Germany;St. Wendel, Germany;;;10 km, Half Marathon, Marathon;Official local running event in St. Wendel. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.sankt-wendel.de/kreisstadt-sankt-wendel/sport-freizeit/globus-marathon-2;Kilometerliebe Discovery;;;;;;;;
Stadtlauf Hanau;Running;18.09.2026;Hanau;Germany;Hanau, Germany;;;5 km;Official local running event in Hanau. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://hanauer-stadtlauf.de/;Kilometerliebe Discovery;;;;;;;;
Stadtwerke-Europalauf;Running;09.08.2026;Neustadt in Holstein;Germany;Neustadt in Holstein, Germany;;;5 km, 10 km, Half Marathon;Official local running event in Neustadt in Holstein. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.tsv-neustadt-europalauf.de;Kilometerliebe Discovery;;;;;;;;
Stadtwerke Lübeck Marathon;Running;18.10.2026;Lübeck;Germany;Lübeck, Germany;;;5 km, 10 km, Half Marathon, Marathon;Official local running event in Lübeck. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://swhl-marathon.de/;Kilometerliebe Discovery;;;;;;;;
Steinberger Wald-Volkslauf;Running;30.05.2026;Dietzenbach-Steinberg;Germany;Dietzenbach-Steinberg, Germany;;;5 km, 10 km, Half Marathon;Official local running event in Dietzenbach-Steinberg. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://sc-steinberg-langlauf.de;Kilometerliebe Discovery;;;;;;;;
Stolberger Schloss-Lauf;Running;29.08.2026;Stolberg;Germany;Stolberg, Germany;;;5 km, 10 km, Half Marathon;Official local running event in Stolberg. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.stolberger-schloss-lauf.de/;Kilometerliebe Discovery;;;;;;;;
Stuttgart-Lauf;Running;21.06.2026;Stuttgart;Germany;Stuttgart, Germany;;;5 km, 10 km, Half Marathon;Official local running event in Stuttgart. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.stuttgart-lauf.de;Kilometerliebe Discovery;;;;;;;;
Stuttgart-Lauf;Running;16.05.2026;Stuttgart;Germany;Stuttgart, Germany;;;5 km, 10 km, Half Marathon;Official local running event in Stuttgart. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://stuttgart-lauf.de/;Kilometerliebe Discovery;;;;;;;;
StWB Teamstaffel Brandenburg an der Havel;Running;21.05.2026;Brandenburg an der Havel;Germany;Brandenburg an der Havel, Germany;;;5 km;Official local running event in Brandenburg an der Havel. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.stwb.de/teamstaffel/;Kilometerliebe Discovery;;;;;;;;
Südenseelauf;Running;02.05.2026;Sörup;Germany;Sörup, Germany;;;5 km, 10 km, Half Marathon;Official local running event in Sörup. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.suedenseelauf.de;Kilometerliebe Discovery;;;;;;;;
swb Bremen Marathon;Running;13.09.2026;Bremen;Germany;Bremen, Germany;;;10 km, Half Marathon, Marathon;Official local running event in Bremen. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://swb-marathon.com;Kilometerliebe Discovery;;;;;;;;
swb-Marathon Bremen;Running;12.09.2027;Bremen;Germany;Bremen, Germany;;;10 km, Half Marathon, Marathon;Official local running event in Bremen. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://swb-marathon.com;Kilometerliebe Discovery;;;;;;;;
SWP CityLauf Pforzheim;Running;26.06.2026;Pforzheim;Germany;Pforzheim, Germany;;;5 km, 10 km;Official local running event in Pforzheim. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.citylauf-pforzheim.de/;Kilometerliebe Discovery;;;;;;;;
Tangermünder Elbdeichmarathon;Running;12.04.2026;Tangermünde;Germany;Tangermünde, Germany;;;10 km, Half Marathon, Marathon;Official local running event in Tangermünde. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.elbdeichmarathon.de;Kilometerliebe Discovery;;;;;;;;
Taubertal 100;Ultramarathon;03.10.2026;Rothenburg o.T.;Germany;Rothenburg o.T., Germany;;;160.9 km;Official local running event in Rothenburg o.T.. Distances: 160.9 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.taubertal100.de;Kilometerliebe Discovery;;;;;;;;
Teltowkanalhalbmarathon;Running;06.12.2026;Teltow;Germany;Teltow, Germany;;;10 km, Half Marathon;Official local running event in Teltow. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.sc-potsdam.de/leichtathletik/;Kilometerliebe Discovery;;;;;;;;
Temnitzer Heide-Lauf;Running;05.09.2026;Temnitzquell;Germany;Temnitzquell, Germany;;;Half Marathon, Marathon;Official local running event in Temnitzquell. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.temnitzer-heide-lauf.de/;Kilometerliebe Discovery;;;;;;;;
Tharandter-Wald-Lauf;Running;30.08.2026;Hartha;Germany;Hartha, Germany;;;5 km, 10 km, Half Marathon;Official local running event in Hartha. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://tharandterwaldlauf.wordpress.com;Kilometerliebe Discovery;;;;;;;;
