event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
Apfellauf der Kelterei-Heil - Weilmünster;Running;21.06.2026;Weilmünster;Germany;Weilmünster, Germany;50.4223522;8.3761422;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://kelterei-heil.de/aktion/apfellauf;running.life discovery, official target URL, source: https://running.life/de/termine/apfellauf-der-kelterei-heil;https://running.life/de/termine/apfellauf-der-kelterei-heil;registration_open;;;2026-06-17;;;
Seeuferlauf - Grüner See;Running;21.06.2026;Grüner See;Germany;Grüner See, Germany;51.2960043;14.7840851;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://seeuferlauf2026.racepedia.de/ergebnisse;running.life discovery, official target URL, source: https://running.life/de/termine/seeuferlauf;https://running.life/de/termine/seeuferlauf;unclear;;;2026-06-17;;;
ATV Triathlon - Hückeswagen;Triathlon;21.06.2026;Hückeswagen;Germany;Hückeswagen, Germany;51.1504872;7.3413999;Olympic Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://atv-triathlon.de/;running.life discovery, official target URL, source: https://running.life/de/termine/atv-triathlon;https://running.life/de/termine/atv-triathlon;registration_open;;;2026-06-17;;;
Globus-Theißen-Lauf - Zeitz;Running;21.06.2026;Zeitz;Germany;Zeitz, Germany;51.0491637;12.1349991;14 km, 7 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.la-club-theissen.de/globus-theissen-lauf/;running.life discovery, official target URL, source: https://running.life/de/termine/globus-theissen-lauf;https://running.life/de/termine/globus-theissen-lauf;registration_open;;;2026-06-17;;;
Töpfermarktlauf Bürgel;Running;21.06.2026;Bürgel;Germany;Bürgel, Germany;50.9424523;11.7574105;12 km, 6 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://runtix.com/sts/10021/3139;running.life discovery, official target URL, source: https://running.life/de/termine/topfermarktlauf-burgel;https://running.life/de/termine/topfermarktlauf-burgel;cancelled;;;2026-06-17;;;
Schlossinsellauf Lübben - Lübben (Spreewald);Running;21.06.2026;Lübben (Spreewald);Germany;Lübben (Spreewald), Germany;51.9418987;13.8963805;5 km, 10 km, Half Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://schlossinsellauf.de;running.life discovery, official target URL, source: https://running.life/de/termine/schlossinsellauf-lubben;https://running.life/de/termine/schlossinsellauf-lubben;registration_open;;;2026-06-17;;;
Wildes Wendland Trailrunning - Küsten;Ultramarathon;21.06.2026;Küsten;Germany;Küsten, Germany;52.9777966;11.063684;Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.igaswendland.de/docs/2026/ausschreibg/AusTrailWildesWendland2026.pdf;running.life discovery, official target URL, source: https://running.life/de/termine/wildes-wendland-trailrunning;https://running.life/de/termine/wildes-wendland-trailrunning;unclear;;;2026-06-17;;;
KSC-Schlossparklauf - Karlsruhe;Running;21.06.2026;Karlsruhe;Germany;Karlsruhe, Germany;49.0068705;8.4034195;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://ev.ksc.de/abteilungen/leichtathletik-und-freizeitsport/schlossparklauf;running.life discovery, official target URL, source: https://running.life/de/termine/ksc-schlossparklauf;https://running.life/de/termine/ksc-schlossparklauf;registration_open;;;2026-06-17;;;
pro kids Lauf - Emmerich am Rhein;Running;21.06.2026;Emmerich am Rhein;Germany;Emmerich am Rhein, Germany;51.8322137;6.2428283;5 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://tvelten.de/pro-kids-lauf/;running.life discovery, official target URL, source: https://running.life/de/termine/pro-kids-lauf-emmerich-am-rhein;https://running.life/de/termine/pro-kids-lauf-emmerich-am-rhein;registration_open;;;2026-06-17;;;
Meerathon - Meerane;Ultramarathon;21.06.2026;Meerane;Germany;Meerane, Germany;50.8427835;12.4581578;5 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.meerathon.com/;running.life discovery, official target URL, source: https://running.life/de/termine/meerathon;https://running.life/de/termine/meerathon;registration_open;;;2026-06-17;;;
