event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
Kieler Förde Marathon;Running;20.09.2026;Kiel;Germany;Kiel, Germany;54.3227085;10.135555;Marathon;Official local running event in Kiel. Distances: Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.ltvkiel-ost.de/kieler-förde-marathon;Kilometerliebe Discovery;;;;;;;;
Kieler Förde Marathon;Running;19.09.2027;Kiel;Germany;Kiel, Germany;54.3227085;10.135555;10 km, Half Marathon, Marathon;Official local running event in Kiel. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.kieler-foerde-marathon.de;Kilometerliebe Discovery;;;;;;;;
Koberstädter Waldmarathon;Running;30.08.2026;Egelsbach;Germany;Egelsbach, Germany;49.9668352;8.6659289;10 km, Half Marathon;Official local running event in Egelsbach. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.koberstaedter-marathon.de;Kilometerliebe Discovery;;;;;;;;
Kölner Frühlingslauf;Running;22.03.2026;Köln;Germany;Köln, Germany;50.938361;6.959974;5 km, 10 km;Official local running event in Köln. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://koelner-fruehlingslauf.de/;Kilometerliebe Discovery;;;;;;;;
Kölner Halbmarathon;Running;30.08.2026;Köln;Germany;Köln, Germany;50.938361;6.959974;Half Marathon;Official local running event in Köln. Distances: Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://koelner-halbmarathon.de/;Kilometerliebe Discovery;;;;;;;;
König Ludwig Lauf Sommer;Running;26.09.2026;Oberammergau;Germany;Oberammergau, Germany;47.597344;11.0640664;10 km, Half Marathon;Official local running event in Oberammergau. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.koenig-ludwig-lauf.com;Kilometerliebe Discovery;;;;;;;;
Königsforst Marathon Bergisch Gladbach;Ultramarathon;15.03.2026;Bergisch Gladbach;Germany;Bergisch Gladbach, Germany;50.9929303;7.1277379;Half Marathon, Marathon, 63.3 km;Official local running event in Bergisch Gladbach. Distances: Half Marathon, Marathon, 63.3 km. Discovered via Kilometerliebe and linked to the official event website.;https://koenigsforst-marathon.de/;Kilometerliebe Discovery;;;;;;;;
Königsschlösser Marathon;Running;25.07.2026;Füssen;Germany;Füssen, Germany;47.5675998;10.6993217;10 km, Half Marathon, Marathon;Official local running event in Füssen. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.laufwochenende-fuessen.de;Kilometerliebe Discovery;;;;;;;;
Kühlungsborner CrossLauf;Running;19.09.2026;Kühlungsborn;Germany;Kühlungsborn, Germany;54.1483764;11.7441876;5 km, 10 km, Half Marathon;Official local running event in Kühlungsborn. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.kuehlungsborn.de/laufveranstaltungen/;Kilometerliebe Discovery;;;;;;;;
Küstenkanallauf;Running;04.07.2026;Friesoythe/Kampe;Germany;Friesoythe/Kampe, Germany;53.0820556;7.8356653;10 km, Half Marathon;Official local running event in Friesoythe/Kampe. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.kc-ikenbruegge.de;Kilometerliebe Discovery;;;;;;;;
Kulkiathlon;Ultramarathon;07.06.2026;Markranstädt;Germany;Markranstädt, Germany;51.3026177;12.2204644;72 km;Official local running event in Markranstädt. Distances: 72 km. Discovered via Kilometerliebe and linked to the official event website.;https://kulkiathlon.com/;Kilometerliebe Discovery;;;;;;;;
Kyffhäuser Berglauf mit Berg-Marathon;Running;18.04.2026;Bad Frankenhausen;Germany;Bad Frankenhausen, Germany;51.3560142;11.1005235;10 km, Half Marathon, Marathon;Official local running event in Bad Frankenhausen. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.kyffhaeuser-berglauf.de;Kilometerliebe Discovery;;;;;;;;
(L)auf zur Venus;Running;13.09.2026;Bremen;Germany;Bremen, Germany;53.0758196;8.8071646;5 km;Official local running event in Bremen. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.krebsgesellschaft-hb.de/;Kilometerliebe Discovery;;;;;;;;
Lahnparklauf;Running;30.08.2026;Wetzlar;Germany;Wetzlar, Germany;50.570561;8.531245;5 km, 10 km, Half Marathon;Official local running event in Wetzlar. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://team-naunheim.com/lahnparklauf;Kilometerliebe Discovery;;;;;;;;
LaminatDEPOT-Lauf Velbert;Running;05.07.2026;Velbert;Germany;Velbert, Germany;51.3406713;7.0439912;10 km;Official local running event in Velbert. Distances: 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://laminatdepot-lauf.de/;Kilometerliebe Discovery;;;;;;;;
Leipzig Marathon;Running;19.04.2026;Leipzig;Germany;Leipzig, Germany;51.3406321;12.3747329;5 km, 10 km, Half Marathon, Marathon;Official local running event in Leipzig. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.leipzigmarathon.de;Kilometerliebe Discovery;;;;;;;;
Leipzig RUN;Running;11.10.2026;Leipzig;Germany;Leipzig, Germany;51.3406321;12.3747329;10 km, Half Marathon;Official local running event in Leipzig. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.maximalpuls.com/events/leipzig-run;Kilometerliebe Discovery;;;;;;;;
LGV Frühjahrlauf Gießen;Running;08.03.2026;Gießen;Germany;Gießen, Germany;50.5862066;8.6742306;5 km, 10 km, Half Marathon;Official local running event in Gießen. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://lgv-marathon.de/fruehjahrslauf/;Kilometerliebe Discovery;;;;;;;;
Lipperland Marathon;Running;21.11.2026;Dörentrup;Germany;Dörentrup, Germany;52.0408142;9.0033681;10 km, Half Marathon, Marathon;Official local running event in Dörentrup. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.lipperland-marathon.de;Kilometerliebe Discovery;;;;;;;;
Lohners Vulkan-Marathon;Running;01.05.2026;Mendig;Germany;Mendig, Germany;50.3720933;7.2812427;5 km, 10 km, Half Marathon, Marathon;Official local running event in Mendig. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.vulkan-marathon.de;Kilometerliebe Discovery;;;;;;;;
Ludwigshafener Stadtlauf;Running;27.06.2026;Ludwigshafen am Rhein;Germany;Ludwigshafen am Rhein, Germany;49.4704113;8.4381568;5 km, 10 km;Official local running event in Ludwigshafen am Rhein. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.ludwigshafener-stadtlauf.de/;Kilometerliebe Discovery;;;;;;;;
Ludwigsluster Schlossgartenlauf;Running;14.06.2026;Ludwigslust;Germany;Ludwigslust, Germany;53.3300229;11.4993644;5 km, 10 km;Official local running event in Ludwigslust. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.schlossgartenlauf.de/;Kilometerliebe Discovery;;;;;;;;
Stadtwerke Lübeck Marathon;Running;17.10.2027;Lübeck;Germany;Lübeck, Germany;53.866444;10.684738;5 km, 10 km, Half Marathon, Marathon;Official local running event in Lübeck. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://swhl-marathon.de;Kilometerliebe Discovery;;;;;;;;
Lüneburger Firmenlauf;Running;12.06.2026;Lüneburg;Germany;Lüneburg, Germany;53.248706;10.407855;5 km;Official local running event in Lüneburg. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://fitwerft.de/;Kilometerliebe Discovery;;;;;;;;
Magdeburg Marathon;Running;04.10.2026;Magdeburg;Germany;Magdeburg, Germany;52.1314783;11.6400789;5 km, 10 km, Half Marathon, Marathon;Official local running event in Magdeburg. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://magdeburg-marathon.eu;Kilometerliebe Discovery;;;;;;;;
Magdeburg-Marathon;Running;03.10.2027;Magdeburg;Germany;Magdeburg, Germany;52.1314783;11.6400789;10 km, Half Marathon, Marathon;Official local running event in Magdeburg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.magdeburg-marathon.eu;Kilometerliebe Discovery;;;;;;;;
Mainauenlauf Bayreuth;Running;14.06.2026;Bayreuth;Germany;Bayreuth, Germany;49.9446345;11.5743543;5 km, 10 km, Half Marathon;Official local running event in Bayreuth. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mainauenlauf.de/;Kilometerliebe Discovery;;;;;;;;
MainCityRun Schweinfurt;Running;16.05.2026;Schweinfurt;Germany;Schweinfurt, Germany;50.0451485;10.2340647;5 km, 10 km, Half Marathon;Official local running event in Schweinfurt. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://laufen-triathlon.de;Kilometerliebe Discovery;;;;;;;;
Mainova Frankfurt Marathon;Running;25.10.2026;Frankfurt am Main;Germany;Frankfurt am Main, Germany;50.1106444;8.6820917;Marathon;Official local running event in Frankfurt am Main. Distances: Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.frankfurt-marathon.com/;Kilometerliebe Discovery;;;;;;;;
Mainova Frankfurt Marathon;Running;31.10.2027;Frankfurt am Main;Germany;Frankfurt am Main, Germany;50.1106444;8.6820917;5 km, 10 km, Marathon;Official local running event in Frankfurt am Main. Distances: 5 km, 10 km, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.frankfurt-marathon.com;Kilometerliebe Discovery;;;;;;;;
Marathon Deutsche Weinstraße;Running;12.04.2026;Bockenheim;Germany;Bockenheim, Germany;50.1233115;8.6460563;Half Marathon, Marathon;Official local running event in Bockenheim. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.marathon-deutsche-weinstrasse.de;Kilometerliebe Discovery;;;;;;;;
Marathon München by Brooks;Running;11.10.2026;München;Germany;München, Germany;48.1371079;11.5753822;10 km, Half Marathon, Marathon;Official local running event in München. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://marathonmuenchen.org;Kilometerliebe Discovery;;;;;;;;
Marathon München by Brooks;Running;10.10.2027;München;Germany;München, Germany;48.1371079;11.5753822;10 km, Half Marathon, Marathon;Official local running event in München. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://marathonmuenchen.org;Kilometerliebe Discovery;;;;;;;;
Marathon rund um Wellen;Running;02.08.2026;Wellen;Germany;Wellen, Germany;49.6692928;6.4334568;5 km, 10 km, Half Marathon, Marathon;Official local running event in Wellen. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.wellen-marathon.de;Kilometerliebe Discovery;;;;;;;;
Marburger Lahntallauf;Running;28.02.2026;Marburg;Germany;Marburg, Germany;50.8090106;8.7704695;10 km, Half Marathon, Marathon;Official local running event in Marburg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://ultra-marburg.de/lahntallauf/;Kilometerliebe Discovery;;;;;;;;
Marburger Nacht-Marathon;Running;03.07.2026;Marburg;Germany;Marburg, Germany;50.8090106;8.7704695;10 km, Half Marathon, Marathon;Official local running event in Marburg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.nachtmarathon.org;Kilometerliebe Discovery;;;;;;;;
100 Meilen Berlin — Mauerweglauf;Ultramarathon;15.08.2026;Berlin;Germany;Berlin, Germany;52.5173885;13.3951309;100 Miles / 161 km;Official local running event in Berlin. Distances: 100 miles / 161 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.100meilen.de;Kilometerliebe Discovery;;;;;;;;
Mein Freiburg Marathon;Running;12.04.2026;Freiburg;Germany;Freiburg, Germany;47.9960901;7.8494005;5 km, 10 km, Half Marathon, Marathon;Official local running event in Freiburg. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mein-freiburgmarathon.de;Kilometerliebe Discovery;;;;;;;;
Meldorfer Brückenlauf;Running;01.05.2026;Meldorf;Germany;Meldorf, Germany;54.08988;9.070633;10 km, Half Marathon;Official local running event in Meldorf. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.meldorfer-brueckenlauf.de;Kilometerliebe Discovery;;;;;;;;
Melibokuslauf;Running;14.06.2026;Alsbach-Hähnlein;Germany;Alsbach-Hähnlein, Germany;49.7383506;8.5950049;10 km;Official local running event in Alsbach-Hähnlein. Distances: 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://tv-alsbach.de/melibokuslauf;Kilometerliebe Discovery;;;;;;;;
Mendener Citylauf mit Halbmarathon;Running;14.06.2026;Menden;Germany;Menden, Germany;51.43779;7.7953822;5 km, 10 km, Half Marathon;Official local running event in Menden. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.menden-citylauf.de;Kilometerliebe Discovery;;;;;;;;
Miltenberger Landkreis-Lauftag;Running;13.09.2026;Elsenfeld;Germany;Elsenfeld, Germany;49.8473123;9.1618537;5 km, 10 km, Half Marathon;Official local running event in Elsenfeld. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://lauftag.landkreis-miltenberg.de;Kilometerliebe Discovery;;;;;;;;
Mitteldeutscher Marathon;Running;04.10.2026;Halle;Germany;Halle, Germany;52.4523605;6.9192787;10 km, Half Marathon, Marathon;Official local running event in Halle. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mitteldeutscher-marathon.de;Kilometerliebe Discovery;;;;;;;;
Mitteldeutscher Marathon Halle;Running;04.10.2026;Halle (Saale);Germany;Halle (Saale), Germany;51.4824354;11.9712985;10 km, Half Marathon, Marathon;Official local running event in Halle (Saale). Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mitteldeutscher-marathon.de/;Kilometerliebe Discovery;;;;;;;;
Mittsommernachtslauf Hannover;Running;26.06.2026;Hannover;Germany;Hannover, Germany;52.3744779;9.7385532;10 km, Half Marathon;Official local running event in Hannover. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.mittsommernachtslauf-hannover.de;Kilometerliebe Discovery;;;;;;;;
