event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
Ilmenauer Teamtriathlon;Triathlon;19.08.2026;Ilmenau;Germany;Ilmenau, Germany;50.6867695;10.9142385;Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.teamtria.de/ausschreibung-triathlon/;running.life discovery, official target URL, source: https://running.life/de/termine/ilmenauer-teamtriathlon;https://running.life/de/termine/ilmenauer-teamtriathlon;unclear;;;2026-06-17;;;
Allgäu Triathlon - Immenstadt im Allgäu;Triathlon;21.08.2026;Immenstadt im Allgäu;Germany;Immenstadt im Allgäu, Germany;47.5713422;10.1888003;Sprint Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.triathlonbundesliga.de/events/2026/allgaeu;running.life discovery, official target URL, source: https://running.life/de/termine/allgau-triathlon;https://running.life/de/termine/allgau-triathlon;unclear;;;2026-06-17;;;
Kettenkamper Volkslauf;Running;21.08.2026;Kettenkamp;Germany;Kettenkamp, Germany;52.5863903;7.8290125;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.laufen-os.de/wettkaempfe/kettenkamper-volkslauf-2026;running.life discovery, official target URL, source: https://running.life/de/termine/kettenkamper-volkslauf;https://running.life/de/termine/kettenkamper-volkslauf;registration_open;;;2026-06-17;;;
Peitz Bewegt Sich;Running;21.08.2026;Peitz;Germany;Peitz, Germany;51.8584667;14.4110395;5 km, 10 km, Half Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.berlin-timing.de/Peitz-bewegt-sich;running.life discovery, official target URL, source: https://running.life/de/termine/peitz-bewegt-sich;https://running.life/de/termine/peitz-bewegt-sich;registration_open;;;2026-06-17;;;
Volkslauf rund um Zehnhausen - Landau in der Pfalz;Running;21.08.2026;Landau in der Pfalz;Germany;Landau in der Pfalz, Germany;49.1982825;8.1123441;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.ergebnisliste.de/wlc-laufveranstaltungen/volkslauf-zehnhausen;running.life discovery, official target URL, source: https://running.life/de/termine/jedermanns-lauf-zehnhausen;https://running.life/de/termine/jedermanns-lauf-zehnhausen;registration_open;;;2026-06-17;;;
Herxheimer Abendstraßenlauf mit Pfalzmeisterschaften 10k - Herxheim bei Landau (Pfalz);Running;21.08.2026;Herxheim bei Landau (Pfalz);Germany;Herxheim bei Landau (Pfalz), Germany;49.1463456;8.2156228;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.tv-herxheim.de/veranstaltungen/abendstrassenlauf/;running.life discovery, official target URL, source: https://running.life/de/termine/herxheimer-abendstrassenlauf-mit-pfalzmeisterschaften-10k;https://running.life/de/termine/herxheimer-abendstrassenlauf-mit-pfalzmeisterschaften-10k;registration_open;;;2026-06-17;;;
Ahnepark-Lauf der Laufgemeinschaft Vellmar;Running;21.08.2026;Vellmar;Germany;Vellmar, Germany;51.3622487;9.4692331;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://lauftreff-hofgeismar.de/termine/6-ahnepark-lauf-der-laufgemeinschaft-vellmar/;running.life discovery, official target URL, source: https://running.life/de/termine/ahnepark-lauf-der-laufgemeinschaft-vellmar;https://running.life/de/termine/ahnepark-lauf-der-laufgemeinschaft-vellmar;registration_open;;;2026-06-17;;;
Sparkassen-Volkslauf Bollendorf - Burgwald;Running;22.08.2026;Burgwald;Germany;Burgwald, Germany;51.0137126;8.7918543;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://my.raceresult.com/339471/;running.life discovery, official target URL, source: https://running.life/de/termine/sparkassen-volkslauf-bollendorf;https://running.life/de/termine/sparkassen-volkslauf-bollendorf;registration_open;;;2026-06-17;;;
Lemgoer Hanselauf;Running;21.08.2026;Lemgo;Germany;Lemgo, Germany;52.0280674;8.9012894;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.tv-lemgo.de/events/hanselauf/;running.life discovery, official target URL, source: https://running.life/de/termine/lemgoer-hanselauf;https://running.life/de/termine/lemgoer-hanselauf;registration_open;;;2026-06-17;;;
Heideköniginnenpokal (HeiPo) - Amelinghausen;Running;22.08.2026;Amelinghausen;Germany;Amelinghausen, Germany;53.1276759;10.2160653;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.mtv-lauftreff.de/unsere-volksl%C3%A4ufe;running.life discovery, official target URL, source: https://running.life/de/termine/heidekoniginnenpokal-heipo;https://running.life/de/termine/heidekoniginnenpokal-heipo;registration_open;;;2026-06-17;;;
Exter FlexRun - Vlotho;Running;22.08.2026;Vlotho;Germany;Vlotho, Germany;52.1664861;8.8619172;5 km, 10 km, Half Marathon, Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;http://www.exterflexrun.de/;running.life discovery, official target URL, source: https://running.life/de/termine/exter-flexrun;https://running.life/de/termine/exter-flexrun;registration_open;;;2026-06-17;;;
Schlosstriathlon Kossenblatt - Tauche;Triathlon;22.08.2026;Tauche;Germany;Tauche, Germany;52.1287843;14.1228176;Olympic Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.berlin-timing.de/Schlosstriathlon-Kossenblatt;running.life discovery, official target URL, source: https://running.life/de/termine/schlosstriathlon-kossenblatt;https://running.life/de/termine/schlosstriathlon-kossenblatt;registration_open;;;2026-06-17;;;
Sieber Berg- und Panoramalauf - Harz;Running;22.08.2026;Harz;Germany;Harz, Germany;51.845486;10.950402;5 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://my.raceresult.com/375277/;running.life discovery, official target URL, source: https://running.life/de/termine/sieber-berg-und-panoramalauf;https://running.life/de/termine/sieber-berg-und-panoramalauf;unclear;;;2026-06-17;;;
Emder Vielfaltslauf - Emden;Running;22.08.2026;Emden;Germany;Emden, Germany;53.3670541;7.2058304;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://obw-emden.de/die-obw/middenmang-loop/;running.life discovery, official target URL, source: https://running.life/de/termine/middenmang-loop-1-emder-vielfaltslauf/2026-08-22;https://running.life/de/termine/middenmang-loop-1-emder-vielfaltslauf/2026-08-22;registration_open;;;2026-06-17;;;
Stadtwerkelauf Delitzsch;Running;22.08.2026;Delitzsch;Germany;Delitzsch, Germany;51.5255661;12.342857;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://stadtwerkelauf-delitzsch.de/;running.life discovery, official target URL, source: https://running.life/de/termine/stadtwerkelauf-delitzsch;https://running.life/de/termine/stadtwerkelauf-delitzsch;registration_open;;;2026-06-17;;;
