event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
Zugspitz Ultratrail - Garmisch-Partenkirchen;Ultramarathon;18.06.2026;Garmisch-Partenkirchen;Germany;Garmisch-Partenkirchen, Germany;;;Marathon, 166 km, 107 km, 86 km, 69 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://zugspitz.utmb.world;running.life discovery, official target URL, source: https://running.life/de/termine/zugspitz-ultratrail;https://running.life/de/termine/zugspitz-ultratrail;unclear;;;2026-06-17;;;
Volksbank Stadtlauf Selm;Running;18.06.2026;Selm;Germany;Selm, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://my.raceresult.com/349085/;running.life discovery, official target URL, source: https://running.life/de/termine/volksbank-stadtlauf-selm;https://running.life/de/termine/volksbank-stadtlauf-selm;unclear;;;2026-06-17;;;
Midsummer-Triathlon - Großensee;Triathlon;18.06.2026;Großensee;Germany;Großensee, Germany;;;Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://midsummer-triathlon.de/race/ausschreibung/;running.life discovery, official target URL, source: https://running.life/de/termine/midsummer-triathlon;https://running.life/de/termine/midsummer-triathlon;registration_open;;;2026-06-17;;;
SüdwestPark FunRun - Nürnberg;Running;18.06.2026;Nürnberg;Germany;Nürnberg, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.funrunsuedwest.de/;running.life discovery, official target URL, source: https://running.life/de/termine/sudwestpark-funrun;https://running.life/de/termine/sudwestpark-funrun;registration_open;;;2026-06-17;;;
Braunschweiger Nachtlauf;Running;19.06.2026;Braunschweig;Germany;Braunschweig, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.mtv-bs.de/de/nachtlauf/;running.life discovery, official target URL, source: https://running.life/de/termine/braunschweiger-nachtlauf;https://running.life/de/termine/braunschweiger-nachtlauf;registration_open;;;2026-06-17;;;
Legdener Mittsommernachtslauf;Running;19.06.2026;Legden;Germany;Legden, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://susvolkslauf.chayns.site/;running.life discovery, official target URL, source: https://running.life/de/termine/legdener-mittsommernachtslauf;https://running.life/de/termine/legdener-mittsommernachtslauf;registration_open;;;2026-06-17;;;
Midsummerrun Hamburg - Bramfelder See;Running;19.06.2026;Bramfelder See;Germany;Bramfelder See, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://my.raceresult.com/370430/;running.life discovery, official target URL, source: https://running.life/de/termine/midsummerrun-hamburg;https://running.life/de/termine/midsummerrun-hamburg;unclear;;;2026-06-17;;;
Högl-Berglauf - Ainring;Running;19.06.2026;Ainring;Germany;Ainring, Germany;;;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://sc-ainring.de/hoegl-lauf/;running.life discovery, official target URL, source: https://running.life/de/termine/hogl-berglauf;https://running.life/de/termine/hogl-berglauf;registration_open;;;2026-06-17;;;
Sandhofer Straßenlauf - Mannheim;Running;19.06.2026;Mannheim;Germany;Mannheim, Germany;;;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://runtix.com/sts/10021/3112;running.life discovery, official target URL, source: https://running.life/de/termine/sandhofer-strassenlauf;https://running.life/de/termine/sandhofer-strassenlauf;registration_open;;;2026-06-17;;;
Laatzen Leinelauf;Running;19.06.2026;Laatzen;Germany;Laatzen, Germany;;;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://leinelauf.de/;running.life discovery, official target URL, source: https://running.life/de/termine/laatzen-leinelauf;https://running.life/de/termine/laatzen-leinelauf;registration_open;;;2026-06-17;;;
Wallauer Mittsommerlauf - Hofheim am Taunus;Running;19.06.2026;Hofheim am Taunus;Germany;Hofheim am Taunus, Germany;;;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://mittsommerlauf.de/;running.life discovery, official target URL, source: https://running.life/de/termine/wallauer-mittsommerlauf;https://running.life/de/termine/wallauer-mittsommerlauf;registration_open;;;2026-06-17;;;
Brunsbütteler Citylauf;Running;19.06.2026;Brunsbüttel;Germany;Brunsbüttel, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.stgk.de/Veranstaltung_Detail.asp?Code=40;running.life discovery, official target URL, source: https://running.life/de/termine/brunsbutteler-citylauf;https://running.life/de/termine/brunsbutteler-citylauf;registration_open;;;2026-06-17;;;
Fürstenwaldlauf Ochsenhausen;Running;19.06.2026;Ochsenhausen;Germany;Ochsenhausen, Germany;;;5 km, 10 km, Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.svochsenhausen.de/leichtathletik/fuerstenwaldlauf/;running.life discovery, official target URL, source: https://running.life/de/termine/furstenwaldlauf-ochsenhausen;https://running.life/de/termine/furstenwaldlauf-ochsenhausen;registration_open;;;2026-06-17;;;
Bargstedter Mittsommernachtslauf;Running;19.06.2026;Bargstedt;Germany;Bargstedt, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://tus-bargstedt.de/23-mittsommernachtslauf/;running.life discovery, official target URL, source: https://running.life/de/termine/bargstedter-mittsommernachtslauf;https://running.life/de/termine/bargstedter-mittsommernachtslauf;registration_open;;;2026-06-17;;;
Sparkassen-Sonnenwendlauf - Markkleeberg;Running;19.06.2026;Markkleeberg;Germany;Markkleeberg, Germany;;;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.sparkassen-sonnenwendlauf.de/sommer-edition/;running.life discovery, official target URL, source: https://running.life/de/termine/sparkassen-sonnenwendlauf;https://running.life/de/termine/sparkassen-sonnenwendlauf;registration_open;;;2026-06-17;;;
Sielmanns Heidelauf - Dallgow-Döberitz;Ultramarathon;20.06.2026;Dallgow-Döberitz;Germany;Dallgow-Döberitz, Germany;;;5 km, 10 km, Half Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://sportverein-dallgow.de/heidelauf/;running.life discovery, official target URL, source: https://running.life/de/termine/sielmanns-heidelauf;https://running.life/de/termine/sielmanns-heidelauf;registration_open;;;2026-06-17;;;
Horremer Abendlauf - Kerpen;Running;20.06.2026;Kerpen;Germany;Kerpen, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.horremer-abendlauf.de/;running.life discovery, official target URL, source: https://running.life/de/termine/horremer-abendlauf;https://running.life/de/termine/horremer-abendlauf;registration_open;;;2026-06-17;;;
Salamander Cross Werningshausen;Running;20.06.2026;Werningshausen;Germany;Werningshausen, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://runtix.com/sts/10021/3049;running.life discovery, official target URL, source: https://running.life/de/termine/salamander-cross-werningshausen;https://running.life/de/termine/salamander-cross-werningshausen;registration_open;;;2026-06-17;;;
Bremer Bergmarathon - Bremen;Running;20.06.2026;Bremen;Germany;Bremen, Germany;;;Half Marathon, Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://my.raceresult.com/373211/;running.life discovery, official target URL, source: https://running.life/de/termine/bremer-bergmarathon/2026-06-20;https://running.life/de/termine/bremer-bergmarathon/2026-06-20;unclear;;;2026-06-17;;;
BLN 10k - Berlin;Running;20.06.2026;Berlin;Germany;Berlin, Germany;;;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://berlin10k.com/;running.life discovery, official target URL, source: https://running.life/de/termine/bln-10k;https://running.life/de/termine/bln-10k;registration_open;;;2026-06-17;;;
