event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
Köln Triathlon;Triathlon;06.09.2026;Köln;Germany;Köln, Germany;;;Middle Distance Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.koeln-triathlon.com/;running.life discovery, official target URL, source: https://running.life/de/termine/koln-triathlon;https://running.life/de/termine/koln-triathlon;unclear;;;2026-06-18;;;
Top Race Germany - Bostalsee;Triathlon;06.09.2026;Bostalsee;Germany;Bostalsee, Germany;;;Olympic Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.topracegermany.de;running.life discovery, official target URL, source: https://running.life/de/termine/top-race-germany;https://running.life/de/termine/top-race-germany;unclear;;;2026-06-18;;;
Hochheimer Weinbergslauf - Hochheim am Main;Running;06.09.2026;Hochheim am Main;Germany;Hochheim am Main, Germany;;;Half Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.weinbergslauf-hochheim.de/;running.life discovery, official target URL, source: https://running.life/de/termine/hochheimer-weinbergslauf;https://running.life/de/termine/hochheimer-weinbergslauf;registration_open;;;2026-06-18;;;
Brunsberglauf Buchholz - Buchholz in der Nordheide;Running;06.09.2026;Buchholz in der Nordheide;Germany;Buchholz in der Nordheide, Germany;;;5 km, Half Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;http://www.brunsberglauf.de/;running.life discovery, official target URL, source: https://running.life/de/termine/brunsberglauf-buchholz;https://running.life/de/termine/brunsberglauf-buchholz;registration_open;;;2026-06-18;;;
Schapener Volkslauf - Braunschweig;Running;06.09.2026;Braunschweig;Germany;Braunschweig, Germany;;;10 km, Half Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.volkslauf-schapen.de;running.life discovery, official target URL, source: https://running.life/de/termine/schapener-volkslauf;https://running.life/de/termine/schapener-volkslauf;registration_open;;;2026-06-18;;;
Kö Meile Düsseldorf;Running;06.09.2026;Düsseldorf;Germany;Düsseldorf, Germany;;;5 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.diekoemeile.de/;running.life discovery, official target URL, source: https://running.life/de/termine/ko-meile-dusseldorf;https://running.life/de/termine/ko-meile-dusseldorf;registration_open;;;2026-06-18;;;
Sachsenwaldlauf - Schwarzenbek;Running;06.09.2026;Schwarzenbek;Germany;Schwarzenbek, Germany;;;10 km, Half Marathon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.sachsenwaldlauf.de/;running.life discovery, official target URL, source: https://running.life/de/termine/sachsenwaldlauf;https://running.life/de/termine/sachsenwaldlauf;registration_open;;;2026-06-18;;;
Norderstedt Triathlon;Triathlon;06.09.2026;Norderstedt;Germany;Norderstedt, Germany;;;Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://my.raceresult.com/383294/;running.life discovery, official target URL, source: https://running.life/de/termine/norderstedt-triathlon;https://running.life/de/termine/norderstedt-triathlon;registration_open;;;2026-06-18;;;
Weserberglandtriathlon - Höxter;Triathlon;06.09.2026;Höxter;Germany;Höxter, Germany;;;Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://my.raceresult.com/372979/;running.life discovery, official target URL, source: https://running.life/de/termine/weserberglandtriathlon;https://running.life/de/termine/weserberglandtriathlon;registration_open;;;2026-06-18;;;
RuK-Lauf Geschwenda - Geratal;Running;06.09.2026;Geratal;Germany;Geratal, Germany;;;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://ladv.de/ausschreibung/detail/47290/3.-%22RuK-Lauf%22-Geschwenda-%28Rund-ums-Kickelh%C3%A4hnchen-Lauf%29-Geschwenda.htm;running.life discovery, official target URL, source: https://running.life/de/termine/ruk-lauf-geschwenda;https://running.life/de/termine/ruk-lauf-geschwenda;registration_open;;;2026-06-18;;;
