event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
Düsseldorfer Silvesterlauf;Running;31.12.2026;Düsseldorf;Germany;Düsseldorf, Germany;51.2254018;6.7763137;5 km, 10 km;Official local running event in Düsseldorf. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.duesseldorf.de/sportamt/laufen-in-duesseldorf;Kilometerliebe Discovery;;;;;;;;
ebm-papst Marathon;Running;13.09.2026;Niedernhall;Germany;Niedernhall, Germany;49.294729;9.61617;5 km, 10 km, Half Marathon, Marathon;Official local running event in Niedernhall. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.ebmpapst-marathon.de;Kilometerliebe Discovery;;;;;;;;
Eifelmarathon;Running;14.06.2026;Waxweiler;Germany;Waxweiler, Germany;50.0922679;6.3658809;Half Marathon, Marathon;Official local running event in Waxweiler. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.eifelmarathon.de;Kilometerliebe Discovery;;;;;;;;
Eilenriederennen Hannover;Running;30.08.2026;Hannover;Germany;Hannover, Germany;52.3744779;9.7385532;5 km, 10 km, Half Marathon;Official local running event in Hannover. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.eilenriederennen.de;Kilometerliebe Discovery;;;;;;;;
Einstein Marathon;Running;27.09.2026;Ulm;Germany;Ulm, Germany;48.3984968;9.9912458;5 km, 10 km, Half Marathon, Marathon;Official local running event in Ulm. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://einsteinmarathon.de;Kilometerliebe Discovery;;;;;;;;
Einstein-Marathon Ulm;Running;22.09.2026;Ulm;Germany;Ulm, Germany;48.3984968;9.9912458;10 km, Half Marathon, Marathon;Official local running event in Ulm. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.einstein-marathon.de;Kilometerliebe Discovery;;;;;;;;
Elpersheimer Pfingstlauf;Running;24.05.2026;Weikersheim;Germany;Weikersheim, Germany;49.4806473;9.8976809;5 km, 10 km, Half Marathon;Official local running event in Weikersheim. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://sv-elpersheim.de/pfingstlauf;Kilometerliebe Discovery;;;;;;;;
Elsterlauf;Running;31.05.2026;Bad Liebenwerda;Germany;Bad Liebenwerda, Germany;51.5158115;13.39272;10 km, Half Marathon;Official local running event in Bad Liebenwerda. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.elsterlauf.de;Kilometerliebe Discovery;;;;;;;;
Erfurter Nachtlauf;Running;29.08.2026;Erfurt;Germany;Erfurt, Germany;50.9777974;11.0287364;5 km, 10 km, Half Marathon;Official local running event in Erfurt. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://erfurter-laufnacht.de/;Kilometerliebe Discovery;;;;;;;;
Ermstal-Marathon;Running;12.07.2026;Metzingen;Germany;Metzingen, Germany;48.5397247;9.2831201;10 km, Half Marathon, Marathon;Official local running event in Metzingen. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.ermstal-marathon.de;Kilometerliebe Discovery;;;;;;;;
Eschathlon - Der Eschborner Halbmarathon;Running;14.06.2026;Eschborn;Germany;Eschborn, Germany;50.1504737;8.5607767;5 km, 10 km, Half Marathon;Official local running event in Eschborn. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.eschathlon.de;Kilometerliebe Discovery;;;;;;;;
Eselsburger-Tal-Lauf;Running;05.07.2026;Herbrechtingen;Germany;Herbrechtingen, Germany;48.6226932;10.1761696;5 km, 10 km, Half Marathon;Official local running event in Herbrechtingen. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.lauftreff-herbrechtingen.de;Kilometerliebe Discovery;;;;;;;;
Europamarathon Görlitz;Running;07.06.2026;Görlitz;Germany;Görlitz, Germany;51.1563185;14.991018;5 km, 10 km, Half Marathon, Marathon;Official local running event in Görlitz. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.europamarathon.de;Kilometerliebe Discovery;;;;;;;;
Eversburger Gewässer Ultramarathon;Ultramarathon;06.06.2026;Osnabrück;Germany;Osnabrück, Germany;52.2719595;8.047635;45.3 km;Official local running event in Osnabrück. Distances: 45.3 km. Discovered via Kilometerliebe and linked to the official event website.;https://my.raceresult.com/381648/;Kilometerliebe Discovery;;;;;;;;
EVL Halbmarathon Leverkusen;Running;14.06.2026;Leverkusen;Germany;Leverkusen, Germany;51.0324743;6.9881194;5 km, 10 km, Half Marathon;Official local running event in Leverkusen. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.leverkusen-halbmarathon.de;Kilometerliebe Discovery;;;;;;;;
FALKE Rothaarsteig-Marathon;Running;17.10.2026;Fleckenberg;Germany;Fleckenberg, Germany;51.1325162;8.2623868;Half Marathon, Marathon;Official local running event in Fleckenberg. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.rothaarsteig-marathon.de;Kilometerliebe Discovery;;;;;;;;
Fehmarn Marathon;Running;05.09.2026;Fehmarn;Germany;Fehmarn, Germany;54.4685201;11.1342465;5 km, 10 km, Half Marathon, Marathon;Official local running event in Fehmarn. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://fehmarn-marathon.de;Kilometerliebe Discovery;;;;;;;;
fem.RUN Hannover;Running;25.09.2026;Hannover;Germany;Hannover, Germany;52.3744779;9.7385532;5 km, 10 km;Official local running event in Hannover. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.femrun.de;Kilometerliebe Discovery;;;;;;;;
Fichtelgebirgsmarathon;Running;04.07.2026;Bad Alexandersbad;Germany;Bad Alexandersbad, Germany;50.0110866;12.0241501;Half Marathon, Marathon;Official local running event in Bad Alexandersbad. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.fichtelgebirgsmarathon.de;Kilometerliebe Discovery;;;;;;;;
Filderstadt-Halbmarathon;Running;18.10.2026;Filderstadt;Germany;Filderstadt, Germany;48.6664;9.2199647;10 km, Half Marathon;Official local running event in Filderstadt. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.filderstadt-halbmarathon.de;Kilometerliebe Discovery;;;;;;;;
Finkenwerder Insellauf;Running;06.06.2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;5 km, 10 km;Official local running event in Hamburg. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.finkenwerder-insellauf.de;Kilometerliebe Discovery;;;;;;;;
Firmenlauf Anhalt Dessau-Roßlau;Running;12.05.2026;Dessau-Roßlau;Germany;Dessau-Roßlau, Germany;51.829379;12.2236;5 km;Official local running event in Dessau-Roßlau. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://dessauer-firmenlauf.de/;Kilometerliebe Discovery;;;;;;;;
