event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
Zugspitz Ultratrail - Garmisch-Partenkirchen;Ultramarathon;18.06.2026;Garmisch-Partenkirchen;Germany;Garmisch-Partenkirchen, Germany;47.4923741;11.0962815;Marathon, 166 km, 107 km, 86 km, 69 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://zugspitz.utmb.world;running.life discovery, official target URL, source: https://running.life/de/termine/zugspitz-ultratrail;https://running.life/de/termine/zugspitz-ultratrail;unclear;;;2026-06-17;;;
Volksbank Stadtlauf Selm;Running;18.06.2026;Selm;Germany;Selm, Germany;51.7005549;7.468614;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://my.raceresult.com/349085/;running.life discovery, official target URL, source: https://running.life/de/termine/volksbank-stadtlauf-selm;https://running.life/de/termine/volksbank-stadtlauf-selm;unclear;;;2026-06-17;;;
Midsummer-Triathlon - Großensee;Triathlon;18.06.2026;Großensee;Germany;Großensee, Germany;53.6136224;10.3420128;Triathlon;Endurance event discovered via running.life and linked to an official website or official registration page.;https://midsummer-triathlon.de/race/ausschreibung/;running.life discovery, official target URL, source: https://running.life/de/termine/midsummer-triathlon;https://running.life/de/termine/midsummer-triathlon;registration_open;;;2026-06-17;;;
SüdwestPark FunRun - Nürnberg;Running;18.06.2026;Nürnberg;Germany;Nürnberg, Germany;49.453872;11.077298;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.funrunsuedwest.de/;running.life discovery, official target URL, source: https://running.life/de/termine/sudwestpark-funrun;https://running.life/de/termine/sudwestpark-funrun;registration_open;;;2026-06-17;;;
Braunschweiger Nachtlauf;Running;19.06.2026;Braunschweig;Germany;Braunschweig, Germany;52.2646577;10.5236066;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://www.mtv-bs.de/de/nachtlauf/;running.life discovery, official target URL, source: https://running.life/de/termine/braunschweiger-nachtlauf;https://running.life/de/termine/braunschweiger-nachtlauf;registration_open;;;2026-06-17;;;
Legdener Mittsommernachtslauf;Running;19.06.2026;Legden;Germany;Legden, Germany;52.0306058;7.1057295;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://susvolkslauf.chayns.site/;running.life discovery, official target URL, source: https://running.life/de/termine/legdener-mittsommernachtslauf;https://running.life/de/termine/legdener-mittsommernachtslauf;registration_open;;;2026-06-17;;;
Midsummerrun Hamburg - Bramfelder See;Running;19.06.2026;Bramfelder See;Germany;Bramfelder See, Germany;51.2960043;14.7840851;5 km, 10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://my.raceresult.com/370430/;running.life discovery, official target URL, source: https://running.life/de/termine/midsummerrun-hamburg;https://running.life/de/termine/midsummerrun-hamburg;unclear;;;2026-06-17;;;
Högl-Berglauf - Ainring;Running;19.06.2026;Ainring;Germany;Ainring, Germany;47.8156196;12.9429053;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://sc-ainring.de/hoegl-lauf/;running.life discovery, official target URL, source: https://running.life/de/termine/hogl-berglauf;https://running.life/de/termine/hogl-berglauf;registration_open;;;2026-06-17;;;
Sandhofer Straßenlauf - Mannheim;Running;19.06.2026;Mannheim;Germany;Mannheim, Germany;49.4892913;8.4673098;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://runtix.com/sts/10021/3112;running.life discovery, official target URL, source: https://running.life/de/termine/sandhofer-strassenlauf;https://running.life/de/termine/sandhofer-strassenlauf;registration_open;;;2026-06-17;;;
Laatzen Leinelauf;Running;19.06.2026;Laatzen;Germany;Laatzen, Germany;52.3078258;9.8146181;10 km;Endurance event discovered via running.life and linked to an official website or official registration page.;https://leinelauf.de/;running.life discovery, official target URL, source: https://running.life/de/termine/laatzen-leinelauf;https://running.life/de/termine/laatzen-leinelauf;registration_open;;;2026-06-17;;;
